"x","y"
807951.6,9640336.5
807952.6,9640336.5
807953.6,9640336.5
807954.6,9640336.5
807955.6,9640336.5
807956.6,9640336.5
807957.6,9640336.5
807958.6,9640336.5
807959.6,9640336.5
807960.6,9640336.5
807961.6,9640336.5
807937.6,9640335.5
807938.6,9640335.5
807939.6,9640335.5
807940.6,9640335.5
807941.6,9640335.5
807942.6,9640335.5
807943.6,9640335.5
807944.6,9640335.5
807945.6,9640335.5
807946.6,9640335.5
807947.6,9640335.5
807948.6,9640335.5
807949.6,9640335.5
807950.6,9640335.5
807951.6,9640335.5
807952.6,9640335.5
807953.6,9640335.5
807954.6,9640335.5
807955.6,9640335.5
807956.6,9640335.5
807957.6,9640335.5
807958.6,9640335.5
807959.6,9640335.5
807960.6,9640335.5
807961.6,9640335.5
807962.6,9640335.5
807938.6,9640334.5
807939.6,9640334.5
807940.6,9640334.5
807941.6,9640334.5
807942.6,9640334.5
807943.6,9640334.5
807944.6,9640334.5
807945.6,9640334.5
807946.6,9640334.5
807947.6,9640334.5
807948.6,9640334.5
807949.6,9640334.5
807950.6,9640334.5
807951.6,9640334.5
807952.6,9640334.5
807953.6,9640334.5
807954.6,9640334.5
807955.6,9640334.5
807956.6,9640334.5
807957.6,9640334.5
807958.6,9640334.5
807959.6,9640334.5
807960.6,9640334.5
807961.6,9640334.5
807962.6,9640334.5
807963.6,9640334.5
807964.6,9640334.5
807939.6,9640333.5
807940.6,9640333.5
807941.6,9640333.5
807942.6,9640333.5
807943.6,9640333.5
807944.6,9640333.5
807945.6,9640333.5
807946.6,9640333.5
807947.6,9640333.5
807948.6,9640333.5
807949.6,9640333.5
807950.6,9640333.5
807951.6,9640333.5
807952.6,9640333.5
807953.6,9640333.5
807954.6,9640333.5
807955.6,9640333.5
807956.6,9640333.5
807957.6,9640333.5
807958.6,9640333.5
807959.6,9640333.5
807960.6,9640333.5
807961.6,9640333.5
807962.6,9640333.5
807963.6,9640333.5
807964.6,9640333.5
807965.6,9640333.5
807940.6,9640332.5
807941.6,9640332.5
807942.6,9640332.5
807943.6,9640332.5
807944.6,9640332.5
807945.6,9640332.5
807946.6,9640332.5
807947.6,9640332.5
807948.6,9640332.5
807949.6,9640332.5
807950.6,9640332.5
807951.6,9640332.5
807952.6,9640332.5
807953.6,9640332.5
807954.6,9640332.5
807955.6,9640332.5
807956.6,9640332.5
807957.6,9640332.5
807958.6,9640332.5
807959.6,9640332.5
807960.6,9640332.5
807961.6,9640332.5
807962.6,9640332.5
807963.6,9640332.5
807964.6,9640332.5
807965.6,9640332.5
807966.6,9640332.5
807941.6,9640331.5
807942.6,9640331.5
807943.6,9640331.5
807944.6,9640331.5
807945.6,9640331.5
807946.6,9640331.5
807947.6,9640331.5
807948.6,9640331.5
807949.6,9640331.5
807950.6,9640331.5
807951.6,9640331.5
807952.6,9640331.5
807953.6,9640331.5
807954.6,9640331.5
807955.6,9640331.5
807956.6,9640331.5
807957.6,9640331.5
807958.6,9640331.5
807959.6,9640331.5
807960.6,9640331.5
807961.6,9640331.5
807962.6,9640331.5
807963.6,9640331.5
807964.6,9640331.5
807965.6,9640331.5
807966.6,9640331.5
807967.6,9640331.5
807968.6,9640331.5
807942.6,9640330.5
807943.6,9640330.5
807944.6,9640330.5
807945.6,9640330.5
807946.6,9640330.5
807947.6,9640330.5
807948.6,9640330.5
807949.6,9640330.5
807950.6,9640330.5
807951.6,9640330.5
807952.6,9640330.5
807953.6,9640330.5
807954.6,9640330.5
807955.6,9640330.5
807956.6,9640330.5
807957.6,9640330.5
807958.6,9640330.5
807959.6,9640330.5
807960.6,9640330.5
807961.6,9640330.5
807962.6,9640330.5
807963.6,9640330.5
807964.6,9640330.5
807965.6,9640330.5
807966.6,9640330.5
807967.6,9640330.5
807968.6,9640330.5
807969.6,9640330.5
807943.6,9640329.5
807944.6,9640329.5
807945.6,9640329.5
807946.6,9640329.5
807947.6,9640329.5
807948.6,9640329.5
807949.6,9640329.5
807950.6,9640329.5
807951.6,9640329.5
807952.6,9640329.5
807953.6,9640329.5
807954.6,9640329.5
807955.6,9640329.5
807956.6,9640329.5
807957.6,9640329.5
807958.6,9640329.5
807959.6,9640329.5
807960.6,9640329.5
807961.6,9640329.5
807962.6,9640329.5
807963.6,9640329.5
807964.6,9640329.5
807965.6,9640329.5
807966.6,9640329.5
807967.6,9640329.5
807968.6,9640329.5
807969.6,9640329.5
807944.6,9640328.5
807945.6,9640328.5
807946.6,9640328.5
807947.6,9640328.5
807948.6,9640328.5
807949.6,9640328.5
807950.6,9640328.5
807951.6,9640328.5
807952.6,9640328.5
807953.6,9640328.5
807954.6,9640328.5
807955.6,9640328.5
807956.6,9640328.5
807957.6,9640328.5
807958.6,9640328.5
807959.6,9640328.5
807960.6,9640328.5
807961.6,9640328.5
807962.6,9640328.5
807963.6,9640328.5
807964.6,9640328.5
807965.6,9640328.5
807966.6,9640328.5
807967.6,9640328.5
807968.6,9640328.5
807969.6,9640328.5
807970.6,9640328.5
807945.6,9640327.5
807946.6,9640327.5
807947.6,9640327.5
807948.6,9640327.5
807949.6,9640327.5
807950.6,9640327.5
807951.6,9640327.5
807952.6,9640327.5
807953.6,9640327.5
807954.6,9640327.5
807955.6,9640327.5
807956.6,9640327.5
807957.6,9640327.5
807958.6,9640327.5
807959.6,9640327.5
807960.6,9640327.5
807961.6,9640327.5
807962.6,9640327.5
807963.6,9640327.5
807964.6,9640327.5
807965.6,9640327.5
807966.6,9640327.5
807967.6,9640327.5
807968.6,9640327.5
807969.6,9640327.5
807970.6,9640327.5
807946.6,9640326.5
807947.6,9640326.5
807948.6,9640326.5
807949.6,9640326.5
807950.6,9640326.5
807951.6,9640326.5
807952.6,9640326.5
807953.6,9640326.5
807954.6,9640326.5
807955.6,9640326.5
807956.6,9640326.5
807957.6,9640326.5
807958.6,9640326.5
807959.6,9640326.5
807960.6,9640326.5
807961.6,9640326.5
807962.6,9640326.5
807963.6,9640326.5
807964.6,9640326.5
807965.6,9640326.5
807966.6,9640326.5
807967.6,9640326.5
807968.6,9640326.5
807969.6,9640326.5
807970.6,9640326.5
807947.6,9640325.5
807948.6,9640325.5
807949.6,9640325.5
807950.6,9640325.5
807951.6,9640325.5
807952.6,9640325.5
807953.6,9640325.5
807954.6,9640325.5
807955.6,9640325.5
807956.6,9640325.5
807957.6,9640325.5
807958.6,9640325.5
807959.6,9640325.5
807960.6,9640325.5
807961.6,9640325.5
807962.6,9640325.5
807963.6,9640325.5
807964.6,9640325.5
807965.6,9640325.5
807966.6,9640325.5
807967.6,9640325.5
807968.6,9640325.5
807969.6,9640325.5
807970.6,9640325.5
807971.6,9640325.5
807947.6,9640324.5
807948.6,9640324.5
807949.6,9640324.5
807950.6,9640324.5
807951.6,9640324.5
807952.6,9640324.5
807953.6,9640324.5
807954.6,9640324.5
807955.6,9640324.5
807956.6,9640324.5
807957.6,9640324.5
807958.6,9640324.5
807959.6,9640324.5
807960.6,9640324.5
807961.6,9640324.5
807962.6,9640324.5
807963.6,9640324.5
807964.6,9640324.5
807965.6,9640324.5
807966.6,9640324.5
807967.6,9640324.5
807968.6,9640324.5
807969.6,9640324.5
807970.6,9640324.5
807971.6,9640324.5
807948.6,9640323.5
807949.6,9640323.5
807950.6,9640323.5
807951.6,9640323.5
807952.6,9640323.5
807953.6,9640323.5
807954.6,9640323.5
807955.6,9640323.5
807956.6,9640323.5
807957.6,9640323.5
807958.6,9640323.5
807959.6,9640323.5
807960.6,9640323.5
807961.6,9640323.5
807962.6,9640323.5
807963.6,9640323.5
807964.6,9640323.5
807965.6,9640323.5
807966.6,9640323.5
807967.6,9640323.5
807968.6,9640323.5
807969.6,9640323.5
807970.6,9640323.5
807971.6,9640323.5
807972.6,9640323.5
807949.6,9640322.5
807950.6,9640322.5
807951.6,9640322.5
807952.6,9640322.5
807953.6,9640322.5
807954.6,9640322.5
807955.6,9640322.5
807956.6,9640322.5
807957.6,9640322.5
807958.6,9640322.5
807959.6,9640322.5
807960.6,9640322.5
807961.6,9640322.5
807962.6,9640322.5
807963.6,9640322.5
807964.6,9640322.5
807965.6,9640322.5
807966.6,9640322.5
807967.6,9640322.5
807968.6,9640322.5
807969.6,9640322.5
807970.6,9640322.5
807971.6,9640322.5
807972.6,9640322.5
807950.6,9640321.5
807951.6,9640321.5
807952.6,9640321.5
807953.6,9640321.5
807954.6,9640321.5
807955.6,9640321.5
807956.6,9640321.5
807957.6,9640321.5
807958.6,9640321.5
807959.6,9640321.5
807960.6,9640321.5
807961.6,9640321.5
807962.6,9640321.5
807963.6,9640321.5
807964.6,9640321.5
807965.6,9640321.5
807966.6,9640321.5
807967.6,9640321.5
807968.6,9640321.5
807969.6,9640321.5
807970.6,9640321.5
807971.6,9640321.5
807972.6,9640321.5
807951.6,9640320.5
807952.6,9640320.5
807953.6,9640320.5
807954.6,9640320.5
807955.6,9640320.5
807956.6,9640320.5
807957.6,9640320.5
807958.6,9640320.5
807959.6,9640320.5
807960.6,9640320.5
807961.6,9640320.5
807962.6,9640320.5
807963.6,9640320.5
807964.6,9640320.5
807965.6,9640320.5
807966.6,9640320.5
807967.6,9640320.5
807968.6,9640320.5
807969.6,9640320.5
807970.6,9640320.5
807971.6,9640320.5
807972.6,9640320.5
807973.6,9640320.5
807952.6,9640319.5
807953.6,9640319.5
807954.6,9640319.5
807955.6,9640319.5
807956.6,9640319.5
807957.6,9640319.5
807958.6,9640319.5
807959.6,9640319.5
807960.6,9640319.5
807961.6,9640319.5
807962.6,9640319.5
807963.6,9640319.5
807964.6,9640319.5
807965.6,9640319.5
807966.6,9640319.5
807967.6,9640319.5
807968.6,9640319.5
807969.6,9640319.5
807970.6,9640319.5
807971.6,9640319.5
807972.6,9640319.5
807973.6,9640319.5
807953.6,9640318.5
807954.6,9640318.5
807955.6,9640318.5
807956.6,9640318.5
807957.6,9640318.5
807958.6,9640318.5
807959.6,9640318.5
807960.6,9640318.5
807961.6,9640318.5
807962.6,9640318.5
807963.6,9640318.5
807964.6,9640318.5
807965.6,9640318.5
807966.6,9640318.5
807967.6,9640318.5
807968.6,9640318.5
807969.6,9640318.5
807970.6,9640318.5
807971.6,9640318.5
807972.6,9640318.5
807973.6,9640318.5
807954.6,9640317.5
807955.6,9640317.5
807956.6,9640317.5
807957.6,9640317.5
807958.6,9640317.5
807959.6,9640317.5
807960.6,9640317.5
807961.6,9640317.5
807962.6,9640317.5
807963.6,9640317.5
807964.6,9640317.5
807965.6,9640317.5
807966.6,9640317.5
807967.6,9640317.5
807968.6,9640317.5
807969.6,9640317.5
807970.6,9640317.5
807971.6,9640317.5
807972.6,9640317.5
807973.6,9640317.5
807974.6,9640317.5
807955.6,9640316.5
807956.6,9640316.5
807957.6,9640316.5
807958.6,9640316.5
807959.6,9640316.5
807960.6,9640316.5
807961.6,9640316.5
807962.6,9640316.5
807963.6,9640316.5
807964.6,9640316.5
807965.6,9640316.5
807966.6,9640316.5
807967.6,9640316.5
807968.6,9640316.5
807969.6,9640316.5
807970.6,9640316.5
807971.6,9640316.5
807972.6,9640316.5
807973.6,9640316.5
807974.6,9640316.5
807956.6,9640315.5
807957.6,9640315.5
807958.6,9640315.5
807959.6,9640315.5
807960.6,9640315.5
807961.6,9640315.5
807962.6,9640315.5
807963.6,9640315.5
807964.6,9640315.5
807965.6,9640315.5
807966.6,9640315.5
807967.6,9640315.5
807968.6,9640315.5
807969.6,9640315.5
807970.6,9640315.5
807971.6,9640315.5
807972.6,9640315.5
807973.6,9640315.5
807974.6,9640315.5
807956.6,9640314.5
807957.6,9640314.5
807958.6,9640314.5
807959.6,9640314.5
807960.6,9640314.5
807961.6,9640314.5
807962.6,9640314.5
807963.6,9640314.5
807964.6,9640314.5
807965.6,9640314.5
807966.6,9640314.5
807967.6,9640314.5
807968.6,9640314.5
807969.6,9640314.5
807970.6,9640314.5
807971.6,9640314.5
807972.6,9640314.5
807973.6,9640314.5
807974.6,9640314.5
807975.6,9640314.5
807957.6,9640313.5
807958.6,9640313.5
807959.6,9640313.5
807960.6,9640313.5
807961.6,9640313.5
807962.6,9640313.5
807963.6,9640313.5
807964.6,9640313.5
807965.6,9640313.5
807966.6,9640313.5
807967.6,9640313.5
807968.6,9640313.5
807969.6,9640313.5
807970.6,9640313.5
807971.6,9640313.5
807972.6,9640313.5
807973.6,9640313.5
807974.6,9640313.5
807975.6,9640313.5
807958.6,9640312.5
807959.6,9640312.5
807960.6,9640312.5
807961.6,9640312.5
807962.6,9640312.5
807963.6,9640312.5
807964.6,9640312.5
807965.6,9640312.5
807966.6,9640312.5
807967.6,9640312.5
807968.6,9640312.5
807969.6,9640312.5
807970.6,9640312.5
807971.6,9640312.5
807972.6,9640312.5
807973.6,9640312.5
807974.6,9640312.5
807975.6,9640312.5
807959.6,9640311.5
807960.6,9640311.5
807961.6,9640311.5
807962.6,9640311.5
807963.6,9640311.5
807964.6,9640311.5
807965.6,9640311.5
807966.6,9640311.5
807967.6,9640311.5
807968.6,9640311.5
807969.6,9640311.5
807970.6,9640311.5
807971.6,9640311.5
807972.6,9640311.5
807973.6,9640311.5
807974.6,9640311.5
807975.6,9640311.5
807976.6,9640311.5
807960.6,9640310.5
807961.6,9640310.5
807962.6,9640310.5
807963.6,9640310.5
807964.6,9640310.5
807965.6,9640310.5
807966.6,9640310.5
807967.6,9640310.5
807968.6,9640310.5
807969.6,9640310.5
807970.6,9640310.5
807971.6,9640310.5
807972.6,9640310.5
807973.6,9640310.5
807974.6,9640310.5
807975.6,9640310.5
807976.6,9640310.5
807960.6,9640309.5
807961.6,9640309.5
807962.6,9640309.5
807963.6,9640309.5
807964.6,9640309.5
807965.6,9640309.5
807966.6,9640309.5
807967.6,9640309.5
807968.6,9640309.5
807969.6,9640309.5
807970.6,9640309.5
807971.6,9640309.5
807972.6,9640309.5
807973.6,9640309.5
807974.6,9640309.5
807975.6,9640309.5
807976.6,9640309.5
807977.6,9640309.5
807960.6,9640308.5
807961.6,9640308.5
807962.6,9640308.5
807963.6,9640308.5
807964.6,9640308.5
807965.6,9640308.5
807966.6,9640308.5
807967.6,9640308.5
807968.6,9640308.5
807969.6,9640308.5
807970.6,9640308.5
807971.6,9640308.5
807972.6,9640308.5
807973.6,9640308.5
807974.6,9640308.5
807975.6,9640308.5
807976.6,9640308.5
807977.6,9640308.5
807961.6,9640307.5
807962.6,9640307.5
807963.6,9640307.5
807964.6,9640307.5
807965.6,9640307.5
807966.6,9640307.5
807967.6,9640307.5
807968.6,9640307.5
807969.6,9640307.5
807970.6,9640307.5
807971.6,9640307.5
807972.6,9640307.5
807973.6,9640307.5
807974.6,9640307.5
807975.6,9640307.5
807976.6,9640307.5
807977.6,9640307.5
807961.6,9640306.5
807962.6,9640306.5
807963.6,9640306.5
807964.6,9640306.5
807965.6,9640306.5
807966.6,9640306.5
807967.6,9640306.5
807968.6,9640306.5
807969.6,9640306.5
807970.6,9640306.5
807971.6,9640306.5
807972.6,9640306.5
807973.6,9640306.5
807974.6,9640306.5
807975.6,9640306.5
807976.6,9640306.5
807977.6,9640306.5
807978.6,9640306.5
807961.6,9640305.5
807962.6,9640305.5
807963.6,9640305.5
807964.6,9640305.5
807965.6,9640305.5
807966.6,9640305.5
807967.6,9640305.5
807968.6,9640305.5
807969.6,9640305.5
807970.6,9640305.5
807971.6,9640305.5
807972.6,9640305.5
807973.6,9640305.5
807974.6,9640305.5
807975.6,9640305.5
807976.6,9640305.5
807977.6,9640305.5
807978.6,9640305.5
807962.6,9640304.5
807963.6,9640304.5
807964.6,9640304.5
807965.6,9640304.5
807966.6,9640304.5
807967.6,9640304.5
807968.6,9640304.5
807969.6,9640304.5
807970.6,9640304.5
807971.6,9640304.5
807972.6,9640304.5
807973.6,9640304.5
807974.6,9640304.5
807975.6,9640304.5
807976.6,9640304.5
807977.6,9640304.5
807978.6,9640304.5
807962.6,9640303.5
807963.6,9640303.5
807964.6,9640303.5
807965.6,9640303.5
807966.6,9640303.5
807967.6,9640303.5
807968.6,9640303.5
807969.6,9640303.5
807970.6,9640303.5
807971.6,9640303.5
807972.6,9640303.5
807973.6,9640303.5
807974.6,9640303.5
807975.6,9640303.5
807976.6,9640303.5
807977.6,9640303.5
807978.6,9640303.5
807979.6,9640303.5
807962.6,9640302.5
807963.6,9640302.5
807964.6,9640302.5
807965.6,9640302.5
807966.6,9640302.5
807967.6,9640302.5
807968.6,9640302.5
807969.6,9640302.5
807970.6,9640302.5
807971.6,9640302.5
807972.6,9640302.5
807973.6,9640302.5
807974.6,9640302.5
807975.6,9640302.5
807976.6,9640302.5
807977.6,9640302.5
807978.6,9640302.5
807979.6,9640302.5
807963.6,9640301.5
807964.6,9640301.5
807965.6,9640301.5
807966.6,9640301.5
807967.6,9640301.5
807968.6,9640301.5
807969.6,9640301.5
807970.6,9640301.5
807971.6,9640301.5
807972.6,9640301.5
807973.6,9640301.5
807974.6,9640301.5
807975.6,9640301.5
807976.6,9640301.5
807977.6,9640301.5
807978.6,9640301.5
807979.6,9640301.5
807963.6,9640300.5
807964.6,9640300.5
807965.6,9640300.5
807966.6,9640300.5
807967.6,9640300.5
807968.6,9640300.5
807969.6,9640300.5
807970.6,9640300.5
807971.6,9640300.5
807972.6,9640300.5
807973.6,9640300.5
807974.6,9640300.5
807975.6,9640300.5
807976.6,9640300.5
807977.6,9640300.5
807978.6,9640300.5
807979.6,9640300.5
807980.6,9640300.5
807963.6,9640299.5
807964.6,9640299.5
807965.6,9640299.5
807966.6,9640299.5
807967.6,9640299.5
807968.6,9640299.5
807969.6,9640299.5
807970.6,9640299.5
807971.6,9640299.5
807972.6,9640299.5
807973.6,9640299.5
807974.6,9640299.5
807975.6,9640299.5
807976.6,9640299.5
807977.6,9640299.5
807978.6,9640299.5
807979.6,9640299.5
807980.6,9640299.5
807964.6,9640298.5
807965.6,9640298.5
807966.6,9640298.5
807967.6,9640298.5
807968.6,9640298.5
807969.6,9640298.5
807970.6,9640298.5
807971.6,9640298.5
807972.6,9640298.5
807973.6,9640298.5
807974.6,9640298.5
807975.6,9640298.5
807976.6,9640298.5
807977.6,9640298.5
807978.6,9640298.5
807979.6,9640298.5
807980.6,9640298.5
807981.6,9640298.5
807964.6,9640297.5
807965.6,9640297.5
807966.6,9640297.5
807967.6,9640297.5
807968.6,9640297.5
807969.6,9640297.5
807970.6,9640297.5
807971.6,9640297.5
807972.6,9640297.5
807973.6,9640297.5
807974.6,9640297.5
807975.6,9640297.5
807976.6,9640297.5
807977.6,9640297.5
807978.6,9640297.5
807979.6,9640297.5
807980.6,9640297.5
807981.6,9640297.5
807964.6,9640296.5
807965.6,9640296.5
807966.6,9640296.5
807967.6,9640296.5
807968.6,9640296.5
807969.6,9640296.5
807970.6,9640296.5
807971.6,9640296.5
807972.6,9640296.5
807973.6,9640296.5
807974.6,9640296.5
807975.6,9640296.5
807976.6,9640296.5
807977.6,9640296.5
807978.6,9640296.5
807979.6,9640296.5
807980.6,9640296.5
807981.6,9640296.5
807965.6,9640295.5
807966.6,9640295.5
807967.6,9640295.5
807968.6,9640295.5
807969.6,9640295.5
807970.6,9640295.5
807971.6,9640295.5
807972.6,9640295.5
807973.6,9640295.5
807974.6,9640295.5
807975.6,9640295.5
807976.6,9640295.5
807977.6,9640295.5
807978.6,9640295.5
807979.6,9640295.5
807980.6,9640295.5
807981.6,9640295.5
807982.6,9640295.5
807965.6,9640294.5
807966.6,9640294.5
807967.6,9640294.5
807968.6,9640294.5
807969.6,9640294.5
807970.6,9640294.5
807971.6,9640294.5
807972.6,9640294.5
807973.6,9640294.5
807974.6,9640294.5
807975.6,9640294.5
807976.6,9640294.5
807977.6,9640294.5
807978.6,9640294.5
807979.6,9640294.5
807980.6,9640294.5
807981.6,9640294.5
807982.6,9640294.5
807965.6,9640293.5
807966.6,9640293.5
807967.6,9640293.5
807968.6,9640293.5
807969.6,9640293.5
807970.6,9640293.5
807971.6,9640293.5
807972.6,9640293.5
807973.6,9640293.5
807974.6,9640293.5
807975.6,9640293.5
807976.6,9640293.5
807977.6,9640293.5
807978.6,9640293.5
807979.6,9640293.5
807980.6,9640293.5
807981.6,9640293.5
807982.6,9640293.5
807966.6,9640292.5
807967.6,9640292.5
807968.6,9640292.5
807969.6,9640292.5
807970.6,9640292.5
807971.6,9640292.5
807972.6,9640292.5
807973.6,9640292.5
807974.6,9640292.5
807975.6,9640292.5
807976.6,9640292.5
807977.6,9640292.5
807978.6,9640292.5
807979.6,9640292.5
807980.6,9640292.5
807981.6,9640292.5
807982.6,9640292.5
807983.6,9640292.5
807966.6,9640291.5
807967.6,9640291.5
807968.6,9640291.5
807969.6,9640291.5
807970.6,9640291.5
807971.6,9640291.5
807972.6,9640291.5
807973.6,9640291.5
807974.6,9640291.5
807975.6,9640291.5
807976.6,9640291.5
807977.6,9640291.5
807978.6,9640291.5
807979.6,9640291.5
807980.6,9640291.5
807981.6,9640291.5
807982.6,9640291.5
807983.6,9640291.5
807966.6,9640290.5
807967.6,9640290.5
807968.6,9640290.5
807969.6,9640290.5
807970.6,9640290.5
807971.6,9640290.5
807972.6,9640290.5
807973.6,9640290.5
807974.6,9640290.5
807975.6,9640290.5
807976.6,9640290.5
807977.6,9640290.5
807978.6,9640290.5
807979.6,9640290.5
807980.6,9640290.5
807981.6,9640290.5
807982.6,9640290.5
807983.6,9640290.5
807967.6,9640289.5
807968.6,9640289.5
807969.6,9640289.5
807970.6,9640289.5
807971.6,9640289.5
807972.6,9640289.5
807973.6,9640289.5
807974.6,9640289.5
807975.6,9640289.5
807976.6,9640289.5
807977.6,9640289.5
807978.6,9640289.5
807979.6,9640289.5
807980.6,9640289.5
807981.6,9640289.5
807982.6,9640289.5
807983.6,9640289.5
807984.6,9640289.5
807967.6,9640288.5
807968.6,9640288.5
807969.6,9640288.5
807970.6,9640288.5
807971.6,9640288.5
807972.6,9640288.5
807973.6,9640288.5
807974.6,9640288.5
807975.6,9640288.5
807976.6,9640288.5
807977.6,9640288.5
807978.6,9640288.5
807979.6,9640288.5
807980.6,9640288.5
807981.6,9640288.5
807982.6,9640288.5
807983.6,9640288.5
807984.6,9640288.5
807985.6,9640288.5
807967.6,9640287.5
807968.6,9640287.5
807969.6,9640287.5
807970.6,9640287.5
807971.6,9640287.5
807972.6,9640287.5
807973.6,9640287.5
807974.6,9640287.5
807975.6,9640287.5
807976.6,9640287.5
807977.6,9640287.5
807978.6,9640287.5
807979.6,9640287.5
807980.6,9640287.5
807981.6,9640287.5
807982.6,9640287.5
807983.6,9640287.5
807984.6,9640287.5
807985.6,9640287.5
807986.6,9640287.5
807968.6,9640286.5
807969.6,9640286.5
807970.6,9640286.5
807971.6,9640286.5
807972.6,9640286.5
807973.6,9640286.5
807974.6,9640286.5
807975.6,9640286.5
807976.6,9640286.5
807977.6,9640286.5
807978.6,9640286.5
807979.6,9640286.5
807980.6,9640286.5
807981.6,9640286.5
807982.6,9640286.5
807983.6,9640286.5
807984.6,9640286.5
807985.6,9640286.5
807986.6,9640286.5
807987.6,9640286.5
807988.6,9640286.5
807968.6,9640285.5
807969.6,9640285.5
807970.6,9640285.5
807971.6,9640285.5
807972.6,9640285.5
807973.6,9640285.5
807974.6,9640285.5
807975.6,9640285.5
807976.6,9640285.5
807977.6,9640285.5
807978.6,9640285.5
807979.6,9640285.5
807980.6,9640285.5
807981.6,9640285.5
807982.6,9640285.5
807983.6,9640285.5
807984.6,9640285.5
807985.6,9640285.5
807986.6,9640285.5
807987.6,9640285.5
807988.6,9640285.5
807989.6,9640285.5
807968.6,9640284.5
807969.6,9640284.5
807970.6,9640284.5
807971.6,9640284.5
807972.6,9640284.5
807973.6,9640284.5
807974.6,9640284.5
807975.6,9640284.5
807976.6,9640284.5
807977.6,9640284.5
807978.6,9640284.5
807979.6,9640284.5
807980.6,9640284.5
807981.6,9640284.5
807982.6,9640284.5
807983.6,9640284.5
807984.6,9640284.5
807985.6,9640284.5
807986.6,9640284.5
807987.6,9640284.5
807988.6,9640284.5
807989.6,9640284.5
807990.6,9640284.5
807969.6,9640283.5
807970.6,9640283.5
807971.6,9640283.5
